PersonID,Role,Age,OwnMonthlyIncome,ParentMonthlyIncome,CumulativeFamilyIncome,FamilySize,IncomeBracket,Occupation,MaritalStatus,RecommendedPlan,PremiumType,PlanMonthlyPayment,AvgMaxCoverage
284,Teen,14,0,42112,42112,1,Low,Dependent,Single,Children Health Insurance,Basic,9480,299273
285,Teen,13,0,88061,88061,5,Medium,Dependent,Single,Covid Coverage,Lite,5292,541031
286,Child,2,0,108000,108000,4,High,Dependent,Single,Family Health Insurance,Premier,25574,499383
287,Child,6,0,105712,105712,3,High,Dependent,Single,Family Health Insurance,Premier,25574,499383
288,Child,10,0,38734,38734,1,Low,Dependent,Single,Children Health Insurance,Basic,9480,299273
289,Adult,23,116867,0,116867,1,High,Professional,Single,Protability Insurance,Premier,18613,326569
290,Adult,45,144726,0,196926,4,High,Blue-collar,Married,Family Health Insurance,Premier,25574,499383
291,Child,5,0,141451,141451,1,High,Dependent,Single,Children Health Insurance,Premier,19730,299273
292,Adult,42,107277,0,252003,4,High,Service Worker,Married,Family Health Insurance,Premier,25574,499383
293,Teen,15,0,94877,94877,1,Medium,Dependent,Single,Children Health Insurance,Lite,15600,299273
294,Adult,25,40968,0,40968,1,Low,Blue-collar,Single,Individual Health Insurance,Basic,4712,669409
295,Teen,19,0,89302,89302,3,Medium,Dependent,Single,Family Health Insurance,Lite,17575,499383
296,Adult,28,88061,0,204928,4,Medium,Blue-collar,Married,Family Health Insurance,Lite,17575,499383
297,Teen,18,0,127037,127037,2,High,Dependent,Single,Family Health Insurance,Premier,25574,499383
298,Adult,33,147069,0,183840,1,High,Professional,Married,Individual Health Insurance,Premier,18299,669409
299,Teen,13,0,49203,49203,1,Low,Dependent,Single,Children Health Insurance,Basic,9480,299273
300,Adult,29,110601,0,155311,4,High,Executive,Married,Family Health Insurance,Premier,25574,499383
301,Adult,26,116867,0,243904,3,High,Service Worker,Married,Family Health Insurance,Premier,25574,499383
302,Adult,45,92044,0,92044,1,Medium,White-collar,Single,Accidental Coverage,Lite,14445,470322
303,Adult,37,94877,0,94877,1,Medium,Sales Associate,Single,Protability Insurance,Lite,10315,326569
304,Adult,49,124740,0,251777,4,High,Entrepreneur,Married,Family Health Insurance,Premier,25574,499383
305,Teen,19,0,89302,89302,3,Medium,Dependent,Single,Family Health Insurance,Lite,17575,499383
306,Adult,61,40968,0,135483,1,Low,Blue-collar,Married,Parents Health Insurance,Basic,4515,573070
307,Adult,24,124740,0,189006,3,High,Service Worker,Married,Family Health Insurance,Premier,25574,499383
308,Teen,16,0,88061,88061,3,Medium,Dependent,Single,Family Health Insurance,Lite,17575,499383
309,Teen,13,0,64266,64266,1,Medium,Dependent,Single,Children Health Insurance,Lite,15600,299273
310,Adult,33,124740,0,235341,3,High,Service Worker,Married,Family Health Insurance,Premier,25574,499383
311,Teen,19,0,88061,88061,6,Medium,Dependent,Single,Protability Insurance,Lite,10315,326569
312,Child,5,0,83435,83435,3,Medium,Dependent,Single,Family Health Insurance,Lite,17575,499383
313,Adult,27,17314,0,17314,1,Low,Factory Worker,Single,Protability Insurance,Basic,6790,326569
314,Adult,49,64266,0,191303,4,Medium,Technician,Married,Family Health Insurance,Lite,17575,499383
315,Adult,57,103981,0,228721,1,High,Professional,Married,Parents Health Insurance,Premier,18790,573070
316,Adult,37,116867,0,116867,1,High,Entrepreneur,Single,Individual Health Insurance,Premier,18299,669409
317,Adult,28,55459,0,55459,1,Medium,Sales Associate,Single,Individual Health Insurance,Lite,13437,669409
318,Adult,28,52200,0,156181,2,Medium,Factory Worker,Married,Family Health Insurance,Lite,17575,499383
319,Young Adult,22,147069,0,196050,3,High,Blue-collar,Married,Family Health Insurance,Premier,25574,499383
320,Adult,24,50305,0,113908,3,Medium,Sales Associate,Married,Family Health Insurance,Lite,17575,499383
321,Adult,26,107277,0,149389,1,High,Entrepreneur,Married,Protability Insurance,Premier,18613,326569
322,Adult,34,139854,0,139854,1,High,Executive,Single,Accidental Coverage,Premier,15431,470322
323,Teen,19,0,110601,110601,2,High,Dependent,Single,Family Health Insurance,Premier,25574,499383
324,Adult,40,55459,0,149974,2,Medium,Clerical,Married,Family Health Insurance,Lite,17575,499383
325,Child,8,0,126736,126736,1,High,Dependent,Single,Children Health Insurance,Premier,19730,299273
326,Adult,37,110353,0,227220,1,High,Professional,Married,Accidental Coverage,Premier,15431,470322
327,Young Adult,20,124740,0,124740,1,High,Manager,Single,Protability Insurance,Premier,18613,326569
328,Teen,18,0,124740,124740,3,High,Dependent,Single,Family Health Insurance,Premier,25574,499383
329,Adult,39,55459,0,55459,1,Medium,Clerical,Single,Accidental Coverage,Lite,14445,470322
330,Child,8,0,83435,83435,1,Medium,Dependent,Single,Children Health Insurance,Lite,15600,299273
331,Adult,30,88061,0,124832,2,Medium,Technician,Married,Family Health Insurance,Lite,17575,499383
332,Young Adult,20,41311,0,148588,1,Low,Factory Worker,Married,Accidental Coverage,Basic,8791,470322
333,Adult,36,103981,0,159440,1,High,Executive,Married,Accidental Coverage,Premier,15431,470322
334,Adult,46,50305,0,50305,1,Medium,Clerical,Single,Protability Insurance,Lite,10315,326569
335,Adult,53,17314,0,17314,1,Low,Service Worker,Single,Protability Insurance,Basic,6790,326569
336,Child,8,0,24174,24174,1,Low,Dependent,Single,Children Health Insurance,Basic,9480,299273
337,Adult,59,14917,0,14917,1,Low,Service Worker,Single,Parents Health Insurance,Basic,4515,573070
338,Teen,16,0,89302,89302,6,Medium,Dependent,Single,Individual Health Insurance,Lite,13437,669409
339,Adult,47,94515,0,94515,1,Medium,White-collar,Single,Accidental Coverage,Lite,14445,470322
340,Child,11,0,128696,128696,2,High,Dependent,Single,Family Health Insurance,Premier,25574,499383
341,Adult,61,92044,0,141247,1,Medium,Technician,Married,Parents Health Insurance,Lite,10404,573070
342,Child,6,0,92009,92009,1,Medium,Dependent,Single,Children Health Insurance,Lite,15600,299273
343,Adult,57,64266,0,101495,1,Medium,Clerical,Married,Parents Health Insurance,Lite,10404,573070
344,Adult,43,52200,0,101403,2,Medium,Blue-collar,Married,Family Health Insurance,Lite,17575,499383
345,Child,11,0,83435,83435,1,Medium,Dependent,Single,Children Health Insurance,Lite,15600,299273
346,Child,5,0,126736,126736,4,High,Dependent,Single,Family Health Insurance,Premier,25574,499383
347,Child,5,0,24174,24174,1,Low,Dependent,Single,Children Health Insurance,Basic,9480,299273
348,Adult,45,116867,0,256721,1,High,Entrepreneur,Married,Protability Insurance,Premier,18613,326569
349,Adult,62,147069,0,274106,1,High,Entrepreneur,Married,Parents Health Insurance,Premier,18790,573070
350,Young Adult,19,44710,0,95015,1,Low,Blue-collar,Married,Accidental Coverage,Basic,8791,470322
351,Adult,36,124740,0,219617,3,High,Manager,Married,Family Health Insurance,Premier,25574,499383
352,Adult,56,63603,0,155647,1,Medium,Technician,Married,Parents Health Insurance,Lite,10404,573070
353,Adult,33,144726,0,261593,1,High,Executive,Married,Accidental Coverage,Premier,15431,470322
354,Adult,48,52200,0,52200,1,Medium,Clerical,Single,Accidental Coverage,Lite,14445,470322
355,Child,7,0,64718,64718,3,Medium,Dependent,Single,Family Health Insurance,Lite,17575,499383
356,Child,4,0,44481,44481,1,Low,Dependent,Single,Children Health Insurance,Basic,9480,299273
357,Adult,33,94877,0,205230,3,Medium,Blue-collar,Married,Family Health Insurance,Lite,17575,499383
358,Child,4,0,126736,126736,1,High,Dependent,Single,Children Health Insurance,Premier,19730,299273
359,Adult,32,92044,0,199321,4,Medium,Sales Associate,Married,Family Health Insurance,Lite,17575,499383
360,Adult,30,52200,0,52200,1,Medium,White-collar,Single,Protability Insurance,Lite,10315,326569
361,Adult,65,127037,0,127037,1,High,Entrepreneur,Single,Parents Health Insurance,Premier,18790,573070
362,Child,10,0,149521,149521,4,High,Dependent,Single,Family Health Insurance,Premier,25574,499383
363,Child,8,0,128696,128696,1,High,Dependent,Single,Children Health Insurance,Premier,19730,299273
364,Adult,61,14917,0,139657,1,Low,Service Worker,Married,Parents Health Insurance,Basic,4515,573070
365,Child,11,0,24174,24174,1,Low,Dependent,Single,Children Health Insurance,Basic,9480,299273
366,Child,9,0,85559,85559,1,Medium,Dependent,Single,Children Health Insurance,Lite,15600,299273
367,Child,2,0,26656,26656,1,Low,Dependent,Single,Children Health Insurance,Basic,9480,299273
368,Adult,24,110353,0,110353,1,High,Manager,Single,Protability Insurance,Premier,18613,326569
369,Child,9,0,81150,81150,1,Medium,Dependent,Single,Children Health Insurance,Lite,15600,299273
370,Adult,26,147069,0,196272,2,High,Professional,Married,Family Health Insurance,Premier,25574,499383
371,Teen,16,0,139854,139854,3,High,Dependent,Single,Family Health Insurance,Premier,25574,499383
372,Adult,54,107277,0,156480,1,High,Executive,Married,Individual Health Insurance,Premier,18299,669409
373,Adult,42,124740,0,212801,2,High,Entrepreneur,Married,Family Health Insurance,Premier,25574,499383
374,Adult,30,144726,0,144726,1,High,Professional,Single,Accidental Coverage,Premier,15431,470322
375,Young Adult,20,110601,0,110601,1,High,Manager,Single,Protability Insurance,Premier,18613,326569
376,Adult,52,64266,0,64266,1,Medium,Sales Associate,Single,Individual Health Insurance,Lite,13437,669409
377,Child,3,0,44481,44481,1,Low,Dependent,Single,Children Health Insurance,Basic,9480,299273
378,Adult,46,41311,0,41311,1,Low,Service Worker,Single,Individual Health Insurance,Basic,4712,669409
379,Young Adult,22,116867,0,243904,1,High,Professional,Married,Accidental Coverage,Premier,15431,470322
380,Adult,63,139854,0,256721,1,High,Professional,Married,Parents Health Insurance,Premier,18790,573070
381,Adult,23,48981,0,48981,1,Low,Blue-collar,Single,Individual Health Insurance,Basic,4712,669409
382,Adult,36,139854,0,192054,4,High,Manager,Married,Family Health Insurance,Premier,25574,499383
383,Adult,52,147069,0,236371,3,High,Entrepreneur,Married,Family Health Insurance,Premier,25574,499383
384,Adult,34,64266,0,174619,1,Medium,Sales Associate,Married,Accidental Coverage,Lite,14445,470322
385,Teen,17,0,94515,94515,5,Medium,Dependent,Single,Accidental Coverage,Lite,14445,470322
386,Adult,46,92044,0,92044,1,Medium,White-collar,Single,Individual Health Insurance,Lite,13437,669409
387,Adult,57,63603,0,174204,1,Medium,White-collar,Married,Parents Health Insurance,Lite,10404,573070
388,Adult,44,116867,0,243904,4,High,Executive,Married,Family Health Insurance,Premier,25574,499383
389,Child,10,0,44481,44481,1,Low,Dependent,Single,Children Health Insurance,Basic,9480,299273
390,Young Adult,22,103981,0,103981,1,High,Executive,Single,Protability Insurance,Premier,18613,326569
391,Adult,56,89302,0,152905,1,Medium,Clerical,Married,Parents Health Insurance,Lite,10404,573070
392,Adult,39,55459,0,55459,1,Medium,Clerical,Single,Individual Health Insurance,Lite,13437,669409
393,Child,3,0,85559,85559,1,Medium,Dependent,Single,Children Health Insurance,Lite,15600,299273
394,Teen,13,0,40968,40968,5,Low,Dependent,Single,Individual Health Insurance,Basic,4712,669409
395,Adult,55,41311,0,90292,1,Low,Blue-collar,Married,Parents Health Insurance,Basic,4515,573070
396,Teen,13,0,41311,41311,1,Low,Dependent,Single,Children Health Insurance,Basic,9480,299273
397,Teen,17,0,103981,103981,2,High,Dependent,Single,Family Health Insurance,Premier,25574,499383
398,Adult,42,124740,0,124740,1,High,Executive,Single,Protability Insurance,Premier,18613,326569
399,Adult,31,55459,0,92688,3,Medium,Technician,Married,Family Health Insurance,Lite,17575,499383
400,Child,8,0,83435,83435,1,Medium,Dependent,Single,Children Health Insurance,Lite,15600,299273
401,Adult,64,37229,0,86210,1,Low,Service Worker,Married,Parents Health Insurance,Basic,4515,573070
402,Adult,51,144726,0,255327,4,High,Entrepreneur,Married,Family Health Insurance,Premier,25574,499383
403,Adult,55,52200,0,52200,1,Medium,Clerical,Single,Parents Health Insurance,Lite,10404,573070
404,Teen,18,0,94515,94515,2,Medium,Dependent,Single,Family Health Insurance,Lite,17575,499383
405,Adult,65,147069,0,188380,1,High,Executive,Married,Parents Health Insurance,Premier,18790,573070
406,Teen,14,0,42112,42112,1,Low,Dependent,Single,Children Health Insurance,Basic,9480,299273
407,Adult,56,94515,0,186559,1,Medium,White-collar,Married,Parents Health Insurance,Lite,10404,573070
408,Adult,46,92044,0,186921,4,Medium,White-collar,Married,Family Health Insurance,Lite,17575,499383
409,Teen,16,0,116867,116867,3,High,Dependent,Single,Family Health Insurance,Premier,25574,499383
410,Adult,26,94877,0,205230,2,Medium,White-collar,Married,Family Health Insurance,Lite,17575,499383
411,Adult,51,41311,0,135826,1,Low,Blue-collar,Married,Protability Insurance,Basic,6790,326569
412,Adult,46,110353,0,147124,1,High,Professional,Married,Accidental Coverage,Premier,15431,470322
413,Adult,45,127037,0,176018,2,High,Executive,Married,Family Health Insurance,Premier,25574,499383
414,Adult,34,124740,0,124740,1,High,Executive,Single,Accidental Coverage,Premier,15431,470322
415,Adult,53,89302,0,138505,3,Medium,Blue-collar,Married,Family Health Insurance,Lite,17575,499383
416,Adult,36,94877,0,109611,2,Medium,Sales Associate,Married,Family Health Insurance,Lite,17575,499383
417,Adult,62,52200,0,52200,1,Medium,Sales Associate,Single,Parents Health Insurance,Lite,10404,573070
418,Child,4,0,95438,95438,1,Medium,Dependent,Single,Children Health Insurance,Lite,15600,299273
419,Adult,44,92044,0,92044,1,Medium,Technician,Single,Accidental Coverage,Lite,14445,470322
420,Adult,41,50305,0,50305,1,Medium,White-collar,Single,Accidental Coverage,Lite,14445,470322
421,Adult,44,50305,0,50305,1,Medium,Clerical,Single,Accidental Coverage,Lite,14445,470322
422,Adult,57,127037,0,274106,1,High,Professional,Married,Parents Health Insurance,Premier,18790,573070
423,Adult,36,116867,0,241607,4,High,Manager,Married,Family Health Insurance,Premier,25574,499383
424,Adult,27,103981,0,141210,1,High,Professional,Married,Protability Insurance,Premier,18613,326569
425,Adult,32,49203,0,156480,1,Low,Service Worker,Married,Protability Insurance,Basic,6790,326569
426,Adult,28,124740,0,124740,1,High,Manager,Single,Protability Insurance,Premier,18613,326569
427,Adult,65,88061,0,88061,1,Medium,Sales Associate,Single,Parents Health Insurance,Lite,10404,573070
428,Child,5,0,81150,81150,2,Medium,Dependent,Single,Family Health Insurance,Lite,17575,499383
429,Adult,33,139854,0,286923,4,High,Executive,Married,Family Health Insurance,Premier,25574,499383
430,Adult,59,64266,0,64266,1,Medium,Sales Associate,Single,Parents Health Insurance,Lite,10404,573070
431,Child,4,0,110049,110049,4,High,Dependent,Single,Family Health Insurance,Premier,25574,499383
432,Adult,57,144726,0,195031,1,High,Entrepreneur,Married,Parents Health Insurance,Premier,18790,573070
433,Adult,28,50305,0,50305,1,Medium,Clerical,Single,Protability Insurance,Lite,10315,326569
434,Adult,54,63603,0,63603,1,Medium,Technician,Single,Protability Insurance,Lite,10315,326569
435,Child,5,0,92009,92009,1,Medium,Dependent,Single,Children Health Insurance,Lite,15600,299273
436,Adult,52,63603,0,203457,3,Medium,Clerical,Married,Family Health Insurance,Lite,17575,499383
437,Teen,16,0,103981,103981,4,High,Dependent,Single,Family Health Insurance,Premier,25574,499383
438,Child,3,0,27718,27718,1,Low,Dependent,Single,Children Health Insurance,Basic,9480,299273
439,Teen,13,0,94877,94877,6,Medium,Dependent,Single,Children Health Insurance,Lite,15600,299273
440,Adult,52,63603,0,151664,4,Medium,Clerical,Married,Family Health Insurance,Lite,17575,499383
441,Teen,19,0,94515,94515,6,Medium,Dependent,Single,Individual Health Insurance,Lite,13437,669409
442,Adult,65,50305,0,50305,1,Medium,Technician,Single,Parents Health Insurance,Lite,10404,573070
443,Adult,33,88061,0,88061,1,Medium,Technician,Single,Accidental Coverage,Lite,14445,470322
444,Teen,14,0,24174,24174,1,Low,Dependent,Single,Children Health Insurance,Basic,9480,299273
445,Teen,17,0,110601,110601,3,High,Dependent,Single,Family Health Insurance,Premier,25574,499383
446,Adult,51,88061,0,212801,2,Medium,Sales Associate,Married,Family Health Insurance,Lite,17575,499383
447,Adult,62,127037,0,127037,1,High,Entrepreneur,Single,Parents Health Insurance,Premier,18790,573070
448,Child,10,0,44481,44481,1,Low,Dependent,Single,Children Health Insurance,Basic,9480,299273
449,Child,2,0,105712,105712,1,High,Dependent,Single,Children Health Insurance,Premier,19730,299273
450,Teen,18,0,127037,127037,2,High,Dependent,Single,Family Health Insurance,Premier,25574,499383
451,Adult,46,41311,0,83423,1,Low,Blue-collar,Married,Individual Health Insurance,Basic,4712,669409
452,Teen,18,0,55459,55459,4,Medium,Dependent,Single,Family Health Insurance,Lite,17575,499383
453,Adult,35,139854,0,256721,1,High,Entrepreneur,Married,Protability Insurance,Premier,18613,326569
454,Teen,19,0,110601,110601,7,High,Dependent,Single,Covid Coverage,Premier,8978,541031
455,Adult,33,89302,0,126073,1,Medium,Technician,Married,Individual Health Insurance,Lite,13437,669409
